rf_id,convey_ty,employer_assign
90880602,assignment,0
90890068,assignment,0
90910165,assignment,0
90910681,assignment,0
90910727,assignment,0
90910898,assignment,0
90910913,assignment,0
90920151,assignment,0
90930080,assignment,0
90930249,assignment,0
90930343,assignment,0
90940117,assignment,0
90940195,assignment,0
90950519,assignment,0
90950629,assignment,0
90950763,assignment,0
90960530,assignment,0
90980314,assignment,0
90990515,assignment,0
90990543,assignment,0
91000098,assignment,0
91000846,assignment,0
91010071,assignment,0
91030795,assignment,0
91090769,assignment,0
91090784,assignment,0
91090787,assignment,0
91130170,assignment,0
91130572,assignment,0
91130914,assignment,0
91170346,assignment,0
91170764,assignment,0
91170784,assignment,0
91180773,assignment,0
91190542,assignment,0
91220563,assignment,0
91220679,assignment,0
91220690,assignment,0
91220692,assignment,0
91220694,assignment,0
91220704,assignment,0
91230297,assignment,0
91230745,assignment,0
91240161,assignment,0
91240478,assignment,0
91240595,assignment,0
91250415,assignment,0
91260593,assignment,0
91260812,assignment,0
91260937,assignment,0
91260981,assignment,0
91270171,assignment,0
91270726,assignment,0
91280049,assignment,0
91290064,assignment,0
91300021,assignment,0
91300165,assignment,0
91310124,assignment,0
91310531,assignment,0
91320719,assignment,0
91320743,assignment,0
91320750,assignment,0
91330001,assignment,0
91340461,assignment,0
91340893,assignment,0
91350226,assignment,0
91350354,assignment,0
91360974,assignment,0
91370358,assignment,0
91370378,assignment,0
91370689,assignment,0
91380201,assignment,0
91400501,assignment,0
91400511,assignment,0
91400598,assignment,0
91410138,assignment,0
91420120,assignment,0
91420449,assignment,0
91420919,assignment,0
91430880,assignment,0
91440100,assignment,0
91440864,assignment,0
91440879,assignment,0
91440900,assignment,0
91450294,assignment,0
91450306,assignment,0
91450412,assignment,0
91450424,assignment,0
91450948,assignment,0
91480589,assignment,0
91500138,assignment,0
91500871,assignment,0
91510502,assignment,0
91520641,assignment,0
91530117,assignment,0
91530656,assignment,0
91540422,assignment,0
91540895,assignment,0
91550142,assignment,0
91550185,assignment,0
91550198,assignment,0
91550934,assignment,0
91560149,assignment,0
91560518,assignment,0
91580003,assignment,0
91610107,assignment,0
91610772,assignment,0
91620419,assignment,0
91630710,assignment,0
91640010,assignment,0
91650047,assignment,0
91650108,assignment,0
91660035,assignment,0
91660181,assignment,0
91660202,assignment,0
91660532,assignment,0
91670199,assignment,0
91670701,assignment,0
91690790,assignment,0
91690921,assignment,0
91700348,assignment,0
91700454,assignment,0
91700458,assignment,0
91700702,assignment,0
91700963,assignment,0
91710213,assignment,0
91710613,assignment,0
91720005,assignment,0
91720189,assignment,0
91730906,assignment,0
91740602,assignment,0
91740730,assignment,0
91750409,assignment,0
